8271	Capítulo	R00-R99 Capítulo XVIII	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte
8272	Grupo	R00-R09	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Sintomas e sinais envolvendo os sistemas circulatório e respiratório
8273	Categoria	R00	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Anormalidades do batimento cardíaco
8274	SubCategoria	R000	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Taquicardia não especificada
8275	SubCategoria	R001	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Bradicardia não especificada
8276	SubCategoria	R002	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Palpitações
8277	SubCategoria	R008	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Outras anormalidades não especificadas do batimento cardíaco
8278	Categoria	R01	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Sopros cardíacos e outros sons cardíacos
8279	SubCategoria	R010	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Sopros cardíacos benignos e inocentes
8280	SubCategoria	R011	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Sopro cardíaco, não especificado
8281	SubCategoria	R012	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Outros sons cardíacos
8282	Categoria	R02	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Gangrena, não classificada em outra parte
8283	Categoria	R03	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Leitura anormal da pressão arterial, sem diagnóstico
8284	SubCategoria	R030	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Leitura de pressão arterial elevada, sem diagnóstico de hipertensão
8285	SubCategoria	R031	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Leitura inespecífica de pressão baixa
8286	Categoria	R04	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Hemorragia das vias respiratórias
8287	SubCategoria	R040	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Epistaxe
8288	SubCategoria	R041	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Hemorragia da garganta
8289	SubCategoria	R042	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Hemoptise
8290	SubCategoria	R048	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Hemorragia de outros locais em passagens respiratórias
8291	SubCategoria	R049	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Hemorragia de vias respiratórias, não especificada
8292	Categoria	R05	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Tosse
8293	Categoria	R06	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Anormalidades da respiração
8294	SubCategoria	R060	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Dispneia
8295	SubCategoria	R061	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Estridor
8296	SubCategoria	R062	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Chiado
8297	SubCategoria	R063	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Respiração periódica
8298	SubCategoria	R064	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Hiperventilação
8299	SubCategoria	R065	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Respiração bucal
8300	SubCategoria	R066	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Soluço
8301	SubCategoria	R067	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Espirros
8302	SubCategoria	R068	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Outras anormalidades não especificadas da respiração
8303	Categoria	R07	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Dor na garganta e peito
8304	SubCategoria	R070	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Dor na garganta
8305	SubCategoria	R071	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Dor no peito ao respirar
8306	SubCategoria	R072	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Dor precordial
8307	SubCategoria	R073	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Outras dores no peito
8308	SubCategoria	R074	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Dor torácica, não especificada
8309	Categoria	R09	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Outros sintomas e sinais que envolvem os sistemas circulatório e respiratório
8310	SubCategoria	R090	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Asfixia
8311	SubCategoria	R091	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Pleurisia
8312	SubCategoria	R092	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Parada respiratória
8313	SubCategoria	R093	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Expectoração anormal
8314	SubCategoria	R098	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais envolvendo os sistemas circulatório e respiratório	Outros sintomas e sinais especificados que envolvem os sistemas circulatório e respiratório
8315	Grupo	R10-R19	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais que envolvem o sistema digestivo e o abdome	Sintomas e sinais que envolvem o sistema digestivo e o abdome
8316	Categoria	R10	XVIII	Sintomas, sinais e achados clínicos e laboratoriais anormais, não classificados em outra parte	Sintomas e sinais que envolvem o sistema digestivo e o abdome	Dor abdominal e pélvica
